Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
NENG_CT_onshore_wind_turbine_1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT_small_hydroelectric_1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT_solar_photovoltaic_1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_biomass_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_conventional_hydroelectric_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_natural_gas_fired_combined_cycle_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_natural_gas_fired_combined_cycle_2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_onshore_wind_turbine_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_small_hydroelectric_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_solar_photovoltaic_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_naturalgas_ccccsavgcf_mid_0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_naturalgas_ccavgcf_mid_0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_naturalgas_ctavgcf_mid_0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_battery_mid_0,1,0.0,0.0,1124.1065253451002,1124.1065253451002,0.0,0.0,4323.645718701141,4323.645718701141,0.0,0.0,0.0,0.0
NENGREST_naturalgas_ccs100_mid_0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_landbasedwind_ltrg1_mid_130_1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_utilitypv_losangeles_mid_80_0_2_1,1,0.0,0.0,7166.894943592009,7166.894943592009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT_naturalgas_ccccsavgcf_mid_0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT_naturalgas_ccavgcf_mid_0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT_naturalgas_ctavgcf_mid_0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT_battery_mid_0,2,0.0,0.0,597.798165335845,597.798165335845,0.0,0.0,2410.7334205801285,2410.7334205801285,0.0,0.0,0.0,0.0
NENG_CT_naturalgas_ccs100_mid_0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT_landbasedwind_ltrg1_mid_110_1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT_utilitypv_losangeles_mid_80_0_2_1,2,0.0,0.0,3609.972245911622,3609.972245911622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_naturalgas_ccccsavgcf_mid_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_naturalgas_ccavgcf_mid_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_naturalgas_ctavgcf_mid_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_battery_mid_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_naturalgas_ccs100_mid_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_landbasedwind_ltrg1_mid_110_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_utilitypv_losangeles_mid_100_0_2_1,3,0.0,0.0,1628.4992621718604,1628.4992621718604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_heat_load_shifting_1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_CT_heat_load_shifting_1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENG_ME_heat_load_shifting_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,n/a,0.0,0.0,14127.271142356438,14127.271142356438,0.0,0.0,6734.379139281269,6734.379139281269,0.0,0.0,0.0,0.0
